wand_ids;layer;postion[mm];diameters[mm];class;pore_ids_ct;sphericity;volume [mm3]
fit23;7;19.046019439999995;0.224092439;oel;317;0.59;0.002441676
fit23;7;19.398138884999995;0.332924277;oel;319;0.48;0.00269871
fit23;7;23.594378356999997;0.23952356;oel;7231;0.61;0.003341213
fit23;7;29.79454315199999;0.27175644;oel;6784;0.61;0.003212667
fit23;7;30.846098784999995;0.18669799;oel;6806;0.67;0.002056128
fit23;7;31.377184752999995;0.209481806;oel;6723;0.61;0.00205616
fit23;7;33.489970093;0.241169542;oel;6404;0.61;0.003084222
fit23;7;34.23409927399999;0.208068684;oel;6476;0.64;0.002056115
fit23;7;34.236197356999995;0.323124439;oel;6424;0.58;0.006039915
fit23;7;34.578646545;0.299915582;oel;6436;0.6;0.005268883
fit23;7;35.11697662399999;0.422396362;oel;5401;0.57;0.007710526
fit23;7;35.40230835;0.303209245;oel;5357;0.62;0.007196541
fit23;7;53.981518631;0.287451714;oel;4897;0.57;0.002056192
fit23;7;55.70694244399999;0.370830387;oel;3613;0.51;0.002570159
fit23;7;61.31198394799999;0.26721552;oel;3330;0.55;0.002184745
fit23;7;66.20466268499999;0.454484105;oel;5921;0.49;0.002570241
fit23;7;66.463153248;0.46538642;oel;5908;0.47;0.002570163
fit23;7;66.490174179;0.434102863;oel;6211;0.5;0.003598238
fit23;7;69.091322784;0.507151783;oel;7213;0.47;0.002827163
fit23;7;77.979181652;0.323463082;oel;6237;0.58;0.002827122
fit23;7;80.94235122699999;0.25160569;oel;1043;0.63;0.002955701
fit23;7;83.58135497999999;0.247429699;oel;2577;0.56;0.003084277
fit23;7;90.163002853;0.234292954;oel;3614;0.61;0.002698718
fit23;7;91.402603989;0.271753281;oel;6413;0.64;0.002313195
fit23;7;91.853316193;0.334738731;oel;6434;0.53;0.002827302
fit23;7;92.570145493;0.278348178;oel;6589;0.61;0.00398383
fit23;7;96.24997985799999;0.250048429;oel;4820;0.63;0.003084255
fit23;7;96.473551636;0.234732166;oel;2205;0.69;0.003084245
fit23;7;129.336619263;0.743412793;oel;6877;0.54;0.066953316
fit23;7;129.84801376299998;0.323122948;oel;7571;0.49;0.00282703
fit23;7;130.050600891;0.443984658;oel;7045;0.58;0.020818599
fit23;7;131.74399841299999;0.276396245;oel;3975;0.59;0.002570107
fit23;7;131.89909255999999;0.281479895;oel;3536;0.58;0.002827278
fit23;7;132.354933624;0.231249452;oel;4564;0.65;0.00282734
fit23;7;133.042742615;0.231251329;oel;6147;0.62;0.002313402
fit23;7;133.202856903;0.278734326;oel;6168;0.53;0.002184667
fit23;7;133.585039978;0.23151432;oel;6618;0.64;0.002570068
fit23;7;133.64469802899998;0.231644422;oel;5831;0.61;0.002570273
fit23;7;134.111708527;0.234732389;oel;6732;0.55;0.002056043
fit23;7;135.283438568;0.236962005;oel;37;0.59;0.002184694
fit23;8;0.23605835000000752;0.233190432;oel;442;0.61;0.002698589
fit23;8;0.41048919700000397;0.632056534;oel;1133;0.56;0.036753431
fit23;8;0.45387756300000603;0.24114424;oel;2791;0.63;0.002827114
fit23;8;0.5521899410000088;0.199067906;oel;476;0.61;0.002184557
fit23;8;0.7239810180000035;0.244365424;oel;181;0.61;0.002441676
fit23;8;0.7704211430000072;0.231256738;oel;1066;0.61;0.002441758
fit23;8;1.035481567000005;0.241018042;oel;1176;0.58;0.002827347
fit23;8;1.415486450000003;0.233181432;oel;6235;0.64;0.002313033
fit23;8;1.941304321000004;0.244220391;oel;6466;0.57;0.002441553
fit23;8;3.9864741520000067;0.276403546;oel;2163;0.64;0.002056009
fit23;8;4.698525543000002;0.271741927;oel;1448;0.52;0.00244163
fit23;8;5.697507019000007;0.258053571;oel;1754;0.61;0.003983541
fit23;8;5.739853973000002;0.257316023;oel;1653;0.61;0.00424069
fit23;8;8.438977356000002;0.637134671;oel;5885;0.41;0.012722645
fit23;8;8.986359711000006;0.409963906;oel;5969;0.55;0.009124293
fit23;8;9.047322388000005;0.252519667;oel;7266;0.59;0.002955941
fit23;8;9.074708099000006;0.271757513;oel;5365;0.61;0.002955568
fit23;8;9.078744049000008;0.536432743;oel;409;0.59;0.01940519
fit23;8;9.251546021000003;0.306169033;oel;2000;0.57;0.004498087
fit23;8;9.521386261000004;0.319161534;oel;3026;0.59;0.002056035
fit23;8;9.797089691000004;0.261963546;oel;761;0.56;0.002698934
fit23;8;10.050854797000007;0.708292305;oel;280;0.6;0.067980736
fit23;8;11.049748535000006;0.231243417;oel;780;0.61;0.002056126
fit23;8;11.054841156000002;0.257319003;oel;583;0.57;0.002056167
fit23;8;11.769806976000005;0.590663791;oel;3907;0.51;0.016963096
fit23;8;11.855061646000003;0.227689087;oel;4858;0.61;0.002056261
fit23;8;11.867592926000007;0.514294386;oel;3786;0.45;0.007838886
fit23;8;13.546555634000008;0.209227577;oel;741;0.66;0.002313238
fit23;8;16.266282196000006;0.277787328;oel;4085;0.54;0.004112187
fit23;8;16.872540588000007;0.219500259;oel;4051;0.68;0.002827335
fit23;8;26.095875854000006;0.231256112;oel;6244;0.7;0.002184549
fit23;8;28.739369507000006;0.266346365;oel;984;0.59;0.003341291
fit23;8;28.879643555;0.520456433;oel;6216;0.48;0.01452155
fit23;8;29.571396942000007;0.223307103;oel;5557;0.67;0.002955739
fit23;8;37.49211036700001;0.460760772;oel;1191;0.48;0.007196514
fit23;8;38.435322876;0.622145712;oel;4359;0.4;0.016192209
fit23;8;39.408776398;0.21410042;oel;4808;0.67;0.002056154
fit23;8;39.95433914200001;0.279276311;oel;6278;0.58;0.003855306
fit23;8;40.813933487;0.329011977;oel;6311;0.59;0.006168581
fit23;8;40.860434647000005;0.28504917;oel;6886;0.58;0.00398378
fit23;8;41.135621185000005;0.398025364;oel;6328;0.57;0.00706782
fit23;8;42.121256943000006;0.227085739;oel;2372;0.66;0.002570098
fit23;8;47.88525688200001;0.367380202;oel;6979;0.55;0.005654388
fit23;8;48.547150726000005;0.247632697;oel;6488;0.59;0.002698753
fit23;8;56.86966049200001;0.219639882;oel;217;0.64;0.002570097
fit23;8;60.757999058;0.417984843;oel;4314;0.49;0.005525976
fit23;8;61.07005989100001;0.443685174;oel;4356;0.47;0.008995511
fit23;8;61.128533955;0.280291975;oel;4155;0.59;0.005140293
fit23;8;61.440044994000004;0.454170227;oel;6966;0.45;0.006811091
fit23;8;61.705887909000005;0.68079108;oel;6887;0.44;0.014650052
fit23;8;61.91786253000001;0.3271285;oel;6760;0.49;0.002570199
fit23;8;62.096134777;0.247217402;oel;6921;0.59;0.002955735
fit23;8;62.367602463000004;0.394780159;oel;6854;0.46;0.00514043
fit23;8;62.454355831;0.312935352;oel;6916;0.49;0.003084241
fit23;8;62.654891605;0.299792588;oel;6947;0.58;0.004883348
fit23;8;63.076763744000004;0.334738731;oel;4860;0.56;0.003855288
fit23;8;63.240062828000006;0.583972096;oel;4533;0.49;0.016063478
fit23;8;63.517293091000006;0.232549682;oel;4654;0.66;0.002441673
fit23;8;63.81871258700001;0.573153257;oel;4225;0.49;0.01619233
fit23;8;64.69987237000001;0.502104342;oel;4443;0.5;0.008224721
fit23;8;64.841426725;0.23994413;oel;4558;0.61;0.002827176
fit23;8;64.944163437;0.337915719;oel;4309;0.52;0.00565437
fit23;8;65.00817358;0.289891571;oel;4430;0.53;0.003212695
fit23;8;65.310511227;0.278479069;oel;4655;0.59;0.004240857
fit23;8;65.45778619800001;0.454221308;oel;4335;0.53;0.013107968
fit23;8;65.864502783;0.377635568;oel;4475;0.47;0.003084293
fit23;8;66.417289908;0.406854838;oel;536;0.5;0.002955676
fit23;8;67.25079394400001;0.363966852;oel;7683;0.56;0.003855301
fit23;8;68.797144527;0.188817278;oel;3302;0.76;0.002184703
fit23;8;69.100270386;0.244867891;oel;3441;0.63;0.003983727
fit23;8;70.27243077300001;0.3385185;oel;577;0.54;0.0030842
fit23;8;70.483127708;0.605956197;oel;89;0.43;0.013365033
fit23;8;70.861821051;0.27743414;oel;833;0.59;0.004112307
fit23;8;77.816779251;0.521082342;oel;5017;0.39;0.008867295
fit23;8;78.126006241;0.38701123;oel;5093;0.56;0.006810983
fit23;8;78.343776817;0.424804628;oel;4361;0.46;0.008224449
fit23;8;78.413828964;0.227020234;oel;5074;0.61;0.002056069
fit23;8;78.416704292;0.33930403;oel;4539;0.48;0.003726677
fit23;8;78.570775146;0.40996474;oel;3519;0.51;0.002056079
fit23;8;79.231674309;0.329402447;oel;6529;0.54;0.004754841
fit23;8;80.140609856;0.342260897;oel;6112;0.52;0.003341129
fit23;8;83.094491119;0.214474201;oel;4908;0.64;0.002056231
fit23;8;84.560515518;0.509681463;oel;4126;0.5;0.002313167
fit23;8;84.841059799;0.214102849;oel;4282;0.65;0.00321267
fit23;8;85.17405044600001;0.266345948;oel;4227;0.62;0.00424077
fit23;8;85.973662491;0.348435938;oel;6405;0.57;0.007710547
fit23;8;86.61853134200001;0.221800491;oel;6680;0.61;0.00205615
fit23;8;86.770665283;0.379595459;oel;6468;0.54;0.00655381
fit23;8;87.72555648800001;0.301568449;oel;227;0.56;0.003726774
fit23;8;89.453797455;0.334737003;oel;1279;0.55;0.003983791
fit23;8;90.305087204;0.323125929;oel;1261;0.55;0.002056128
fit23;8;91.81408226;0.277074963;oel;4426;0.66;0.005525827
fit23;8;91.933327789;0.252317816;oel;4878;0.63;0.002955667
fit23;8;92.20903503400001;0.380991518;oel;5222;0.55;0.006425388
fit23;8;93.060439224;0.766513646;oel;5141;0.46;0.018762393
fit23;8;94.392460938;0.274243027;oel;1491;0.64;0.004626289
fit23;8;94.67289077800001;0.231250912;oel;1453;0.64;0.002184709
fit23;8;98.1427108;0.247509003;oel;1184;0.61;0.00218463
fit23;8;98.586814041;0.300444126;oel;1177;0.57;0.003469774
fit23;8;99.19364845300001;0.197525382;oel;2426;0.67;0.002184615
fit23;8;99.265528793;0.278348148;oel;2682;0.62;0.00449785
fit23;8;99.442109222;0.409966975;oel;2650;0.54;0.005911348
fit23;8;99.629506226;0.49443987;oel;2924;0.49;0.00706797
fit23;8;99.94323837300001;0.278986901;oel;2594;0.53;0.002184642
fit23;8;100.391167755;0.676766694;oel;3247;0.43;0.022746073
fit23;8;100.470410461;0.193202212;oel;2789;0.7;0.002184649
fit23;8;100.68778335600001;0.299794137;oel;3198;0.54;0.002698642
fit23;8;100.935746307;0.51719588;oel;3220;0.5;0.007582056
fit23;8;101.100731964;0.313229889;oel;3377;0.54;0.002313173
fit23;8;101.330762024;0.397734433;oel;3485;0.5;0.007710511
fit23;8;101.470547791;0.958280504;oel;3149;0.34;0.036110975
fit23;8;101.551083679;0.338521063;oel;3421;0.5;0.002955682
fit23;8;101.721291656;0.257314533;oel;3337;0.64;0.003469709
fit23;8;101.910988922;0.276401997;oel;1158;0.61;0.003855282
fit23;8;102.009892578;0.277611464;oel;3270;0.57;0.003983785
fit23;8;102.054696198;0.319157898;oel;1128;0.54;0.003469807
fit23;8;102.078602905;0.370829225;oel;3268;0.56;0.003341165
fit23;8;102.274666901;0.387406558;oel;740;0.63;0.014264509
fit23;8;102.284958954;0.489262313;oel;948;0.5;0.006939436
fit23;8;102.296475525;0.656024039;oel;1230;0.45;0.009252591
fit23;8;102.369458313;0.21409969;oel;585;0.65;0.003212675
fit23;8;102.516995544;0.23325403;oel;974;0.59;0.00282717
fit23;8;102.542897339;0.42819804;oel;1175;0.5;0.003212783
fit23;8;102.905461426;0.747940302;oel;888;0.41;0.019918719
fit23;8;102.95970260600001;0.199060053;oel;580;0.64;0.002184636
fit23;8;103.051049347;0.635501027;oel;1193;0.45;0.024159648
fit23;8;103.14229690600001;0.225678712;oel;477;0.63;0.002955751
fit23;8;103.585572357;0.474108666;oel;437;0.48;0.00848161
fit23;8;103.726300354;0.315667808;oel;5957;0.6;0.007196449
fit23;8;103.79361831700001;0.368501067;oel;5689;0.6;0.010409164
fit23;8;103.987347717;0.241172075;oel;5982;0.56;0.002955697
fit23;8;103.99336731;0.370355278;oel;5497;0.57;0.009252601
fit23;8;104.227791901;0.478407383;oel;5641;0.62;0.029685613
fit23;8;104.462868805;0.484904468;oel;5493;0.49;0.010409174
fit23;8;104.74164688100001;0.219374821;oel;5637;0.61;0.002441666
fit23;8;104.880986328;0.298546016;oel;5577;0.54;0.002698687
fit23;8;104.99994766200001;0.24486649;oel;5571;0.58;0.002827242
fit23;8;105.067727203;0.419185191;oel;5489;0.5;0.006553896
fit23;8;105.451829071;0.222967431;oel;6486;0.66;0.002441656
fit23;8;108.88468658400001;0.258091897;oel;7039;0.6;0.003983842
fit23;8;111.040715332;0.227083206;oel;3409;0.57;0.002056111
fit23;8;118.505681152;0.208066836;oel;7271;0.64;0.002056187
fit23;8;121.136849518;0.247632712;oel;495;0.61;0.002570181
fit23;8;129.145794983;0.247509107;oel;2670;0.57;0.002570157
fit23;8;129.583943481;0.278349787;oel;947;0.62;0.004112272
fit23;8;130.753102417;0.461620897;oel;1149;0.57;0.016577696
fit23;8;133.15836059600002;0.239523083;oel;1142;0.61;0.003084209
fit23;8;135.807423706;0.232547402;oel;4557;0.69;0.002570182
fit23;8;136.02622711200002;0.234730214;oel;4817;0.59;0.002313163
fit23;8;136.17667114300002;0.231253624;oel;4751;0.64;0.002570178
fit23;8;136.97511779799999;0.280292541;oel;4658;0.59;0.002698685
fit23;8;137.09442626999999;0.419182777;oel;4747;0.62;0.011180229
fit23;8;138.098111267;0.377633035;oel;3828;0.59;0.008096038
fit23;8;138.522885437;0.393041164;oel;3715;0.46;0.004883337
fit23;8;138.58327209499998;0.814019144;oel;3762;0.41;0.014007418
fit23;8;138.71637451200002;0.397350907;oel;3672;0.51;0.004497842
fit23;8;138.737462158;0.241144463;oel;3685;0.65;0.003855246
fit23;8;138.86045562700002;0.311290532;oel;3684;0.54;0.00295569
fit23;8;138.882214661;0.519292772;oel;3657;0.43;0.01053773
fit23;8;139.21906005900001;0.386621982;oel;3696;0.57;0.007839021
fit23;8;139.263363953;0.431159735;oel;1321;0.54;0.006939499
fit23;8;139.30926239000001;0.606503963;oel;3594;0.4;0.011565788
fit23;8;139.417386169;0.280180961;oel;3616;0.64;0.004112279
fit23;8;139.47478210399998;0.67007637;oel;7687;0.42;0.028785918
fit23;8;139.59295379600002;0.298547536;oel;913;0.62;0.004369263
fit23;8;139.694676514;0.276400417;oel;606;0.55;0.002056135
fit23;8;139.74425994900002;0.507152438;oel;7414;0.41;0.009381145
fit23;8;139.756184692;0.579782486;oel;7529;0.46;0.014907054
fit23;8;139.93692504900002;0.375675589;oel;7574;0.58;0.0091241
fit23;8;139.950001831;0.334738165;oel;1731;0.51;0.002441661
fit23;8;139.969807739;0.478737742;oel;7263;0.43;0.008224563
fit23;9;0.14696777300000008;0.377634555;oel;3242;0.55;0.006168447
fit23;9;0.18084991500001024;0.584158361;oel;2894;0.44;0.00783905
fit23;9;0.3210018919999982;1.482670426;oel;2849;0.25;0.118228033
fit23;9;0.3830822749999925;0.266391307;oel;3160;0.61;0.003084196
fit23;9;0.4366711430000123;0.344073057;oel;3166;0.57;0.006810922
fit23;9;0.5346249389999969;0.32704258;oel;3775;0.53;0.002955684
fit23;9;0.5692929079999942;0.275616705;oel;4136;0.61;0.003983763
fit23;9;1.9472607419999974;0.329434365;oel;4080;0.6;0.007068049
fit23;9;2.216280822999977;1.719110847;oel;3870;0.58;1.426960111
fit23;9;2.3462170409999885;0.295688748;oel;4854;0.59;0.005525924
fit23;9;2.4708584589999987;0.214098796;oel;5062;0.64;0.002056161
fit23;9;3.8307751460000077;0.231251746;oel;4952;0.57;0.002570184
fit23;9;4.018519287000004;0.377530724;oel;5055;0.52;0.00668248
fit23;9;4.250086670000002;0.32326895;oel;5193;0.63;0.005654382
fit23;9;7.032793884;0.323123246;oel;1347;0.54;0.003469729
fit23;9;7.441866759999982;0.476070553;oel;7700;0.53;0.006682401
fit23;9;7.897601012999985;0.360381603;oel;7696;0.5;0.003726734
fit23;9;8.503954772999975;0.289892584;oel;7714;0.59;0.004369266
fit23;9;10.047427062999986;0.269990265;oel;1590;0.57;0.002570208
fit23;9;10.309115294999998;0.236255601;oel;3610;0.61;0.002441686
fit23;9;11.502425079000005;0.257315457;oel;3694;0.65;0.004369296
fit23;9;11.700251465000008;0.271755755;oel;4069;0.59;0.003212709
fit23;9;12.195837859999997;0.360381544;oel;3305;0.57;0.002313184
fit23;9;12.704497223000004;0.271754682;oel;3272;0.59;0.002184667
fit23;9;12.956492309999987;0.334475875;oel;3273;0.63;0.009766672
fit23;9;13.225878601000005;0.219640166;oel;3199;0.61;0.00257016
fit23;9;14.365996245999995;0.292348772;oel;3223;0.63;0.005911402
fit23;9;14.684943084999986;0.291738868;oel;3248;0.66;0.005654369
fit23;9;15.910361175999995;0.28989026;oel;7497;0.57;0.003212727
fit23;9;16.140265349999993;0.524435759;oel;7548;0.53;0.012465292
fit23;9;16.403200989;0.199059248;oel;7515;0.7;0.002184629
fit23;9;17.13977706899999;0.460274011;oel;385;0.48;0.006039869
fit23;9;17.479746703999993;0.823034883;oel;363;0.51;0.023260197
fit23;9;17.576971892999993;0.255087525;oel;338;0.63;0.003726754
fit23;9;17.587424163999998;0.30698064;oel;486;0.56;0.003855268
fit23;9;17.747053985999997;0.250064433;oel;433;0.66;0.002698646
fit23;9;18.132891540999992;0.64624697;oel;381;0.4;0.008096031
fit23;9;18.134081726000005;0.389541209;oel;497;0.51;0.005268894
fit23;9;18.400263671999994;0.241478547;oel;755;0.62;0.003341226
fit23;9;18.416312102999996;0.353244513;oel;483;0.52;0.003084194
fit23;9;18.571410064999995;0.254089415;oel;664;0.65;0.004240869
fit23;9;18.715830687999997;0.409968913;oel;695;0.52;0.002570173
fit23;9;18.716067199999998;0.387617737;oel;837;0.52;0.006039862
fit23;9;19.194640045;0.555097938;oel;715;0.51;0.00822461
fit23;9;19.663760071;0.95348084;oel;524;0.52;0.075691715
fit23;9;20.082526093;0.724288046;oel;808;0.44;0.007453441
fit23;9;20.104178313999995;0.410068005;oel;7607;0.5;0.005782872
fit23;9;20.665808563;0.472545981;oel;81;0.48;0.008353102
fit23;9;20.824332123000005;0.249104291;oel;7654;0.64;0.004240834
fit23;9;21.168753509999988;0.445738286;oel;7625;0.53;0.009766682
fit23;9;21.293169860999996;0.297686875;oel;228;0.6;0.0047548
fit23;9;21.601790314;0.487569511;oel;100;0.48;0.007582109
fit23;9;21.783755187999986;0.331791639;oel;2876;0.62;0.007839032
fit23;9;22.016779784999997;0.68079108;oel;2950;0.43;0.00912412
fit23;9;22.638792876999986;0.276398689;oel;2801;0.55;0.002313131
fit23;9;23.113810424999997;0.598323941;oel;2777;0.48;0.018505227
fit23;9;23.788596038999998;0.620087624;oel;787;0.39;0.013878961
fit23;9;24.04569900499999;0.289893359;oel;874;0.6;0.007453459
fit23;9;24.44234359699999;0.517096579;oel;1003;0.42;0.005140387
fit23;9;24.452616576999986;0.263028741;oel;823;0.56;0.003726758
fit23;9;24.869017486999994;0.298546016;oel;1440;0.58;0.002698687
fit23;9;24.897772675;0.341916621;oel;1179;0.56;0.005397317
fit23;9;25.239596252;0.524165273;oel;517;0.4;0.010794625
fit23;9;25.675864104999988;0.325115383;oel;674;0.6;0.005011842
fit23;9;25.978133087000003;0.872597337;oel;511;0.42;0.026858341
fit23;9;26.468951110999996;0.41918242;oel;589;0.48;0.00706795
fit23;9;26.528193359;0.299483001;oel;3831;0.5;0.002827222
fit23;9;27.22935760499999;0.753250182;oel;3834;0.41;0.019661916
fit23;9;27.316523437;0.349279404;oel;4022;0.53;0.005397299
fit23;9;27.771437531000004;0.318516046;oel;4031;0.56;0.003855273
fit23;9;27.794947509999986;0.199060202;oel;3855;0.67;0.002184639
fit23;9;28.137167815999987;0.338518918;oel;4958;0.52;0.002441649
fit23;9;28.643000488;0.247220516;oel;5025;0.67;0.003212657
fit23;9;28.998549346999994;0.262214392;oel;4785;0.55;0.002184668
fit23;9;29.402129059000004;0.486652404;oel;5031;0.52;0.009381224
fit23;9;29.70565689099999;0.311288118;oel;5409;0.53;0.00269872
fit23;9;29.792483215000004;0.412100494;oel;6202;0.5;0.006682457
fit23;9;29.859942321999995;0.729542315;oel;5821;0.42;0.01387889
fit23;9;29.982149962999998;0.476072669;oel;7182;0.46;0.006682488
fit23;9;30.223833923;0.30695653;oel;7443;0.58;0.002955673
fit23;9;30.281748656999994;0.22032778;oel;7413;0.64;0.002570141
fit23;9;30.600077514999995;0.233854383;oel;7245;0.62;0.002313131
fit23;9;31.048823241999997;0.36474371;oel;7274;0.44;0.002955667
fit23;9;32.065264587;0.406850398;oel;4418;0.59;0.009381215
fit23;9;33.069300537000004;0.221247762;oel;6603;0.66;0.002441681
fit23;9;34.452692870999996;0.228793964;oel;6534;0.59;0.002441667
fit23;9;34.810400848;0.300838679;oel;6363;0.61;0.004754762
fit23;9;35.505411987;0.208066836;oel;6417;0.7;0.002184623
fit23;9;36.43242157;0.353244513;oel;1442;0.49;0.00385528
fit23;9;39.609343413999994;0.29854843;oel;3901;0.62;0.002313152
fit23;9;40.26378143299999;0.527830422;oel;4328;0.39;0.014650037
fit23;9;40.67907226599999;0.334737599;oel;4239;0.59;0.005525994
fit23;9;41.01801956199999;0.327472568;oel;4648;0.45;0.003341234
fit23;9;41.66086280799999;0.665658712;oel;2112;0.42;0.006682402
fit23;9;42.631228332999996;0.312332481;oel;2082;0.62;0.007068027
fit23;9;43.33356178299999;0.217947438;oel;4114;0.64;0.002056148
fit23;9;46.60832870499999;0.276400238;oel;5492;0.58;0.00436932
fit23;9;48.857298736999994;0.247508079;oel;5224;0.64;0.00359825
fit23;9;48.983017806999996;0.237027556;oel;5195;0.71;0.003341188
fit23;9;51.204073792;0.247221291;oel;975;0.62;0.002313221
fit23;9;52.007429962;0.356835037;oel;919;0.5;0.002184738
fit23;9;52.357970123;0.46524933;oel;879;0.46;0.003726898
fit23;9;52.56148422199999;0.356827497;oel;794;0.45;0.003469746
fit23;9;53.028962021;0.393321216;oel;1268;0.48;0.003855332
fit23;9;53.277727966;0.363899261;oel;678;0.48;0.002184762
fit23;9;53.617121581999996;0.519551814;oel;1703;0.44;0.005654317
fit23;9;53.919482117;0.208068684;oel;417;0.72;0.002441692
fit23;9;54.186276320999994;0.46811527;oel;5177;0.42;0.004497729
fit23;9;54.420010452;0.219965041;oel;5864;0.61;0.002056094
fit23;9;54.74216354399999;0.271756798;oel;5587;0.55;0.002313139
fit23;9;54.787627106;0.476070642;oel;5950;0.47;0.006554005
fit23;9;55.011492614999995;0.470200121;oel;5829;0.45;0.005140278
fit23;9;55.273493652;0.500401497;oel;5841;0.43;0.008224442
fit23;9;55.28262031599999;0.276401997;oel;6140;0.62;0.003726735
fit23;9;55.425230865;0.564269781;oel;5482;0.38;0.00616848
fit23;9;55.74879157999999;0.589516938;oel;6284;0.48;0.014907019
fit23;9;55.95764053299999;0.40996933;oel;5192;0.54;0.002698697
fit23;9;56.12422073399999;0.298544079;oel;5769;0.61;0.002955688
fit23;9;56.294621353;0.394131601;oel;5823;0.45;0.00346973
fit23;9;56.600460892;0.457276195;oel;5091;0.48;0.002441619
fit23;9;56.63112914999999;0.325330853;oel;5373;0.57;0.002570148
fit23;9;56.856469993999994;0.35331732;oel;5809;0.49;0.002441647
fit23;9;57.01435268399999;0.227699324;oel;5299;0.66;0.002313186
fit23;9;57.28175914799999;0.592813969;oel;5790;0.51;0.017091643
fit23;9;57.374568825;0.268976539;oel;6343;0.56;0.002827185
fit23;9;57.733072166;0.230881184;oel;6107;0.59;0.002056086
fit23;9;57.83807457;0.418207318;oel;2573;0.47;0.003983831
fit23;9;58.16517150899999;0.454171509;oel;6870;0.46;0.003469772
fit23;9;58.405613785;0.293830723;oel;5437;0.6;0.004369305
fit23;9;58.665258292999994;0.459239632;oel;4722;0.48;0.005268788
fit23;9;59.427917366;0.289891571;oel;884;0.55;0.002056093
fit23;9;59.58310401899999;0.663744926;oel;6098;0.44;0.009252638
fit23;9;60.158767585999996;0.31107682;oel;7338;0.57;0.003469713
fit23;9;60.230758553;0.305184424;oel;7298;0.54;0.003469669
fit23;9;60.392678145999994;1.334186196;oel;6668;0.35;0.046263121
fit23;9;60.58723819699999;0.276401639;oel;830;0.52;0.00218459
fit23;9;60.965039139;0.31107682;oel;5422;0.54;0.00231314
fit23;9;61.99003875699999;0.338518918;oel;5301;0.53;0.002698692
fit23;9;62.377047424;0.334736437;oel;6021;0.47;0.002056123
fit23;9;63.996215706;0.252983481;oel;999;0.49;0.002441679
fit23;9;66.735656147;0.23427628;oel;3532;0.64;0.002313158
fit23;9;69.443512564;0.437648237;oel;602;0.51;0.007582065
fit23;9;70.07184160199999;0.580666423;oel;611;0.44;0.01220832
fit23;9;70.607688074;0.367380202;oel;3480;0.55;0.003983879
fit23;9;70.652766829;0.302844286;oel;3570;0.47;0.002827208
fit23;9;71.82741183499999;0.30905351;oel;3558;0.57;0.004754835
fit23;9;72.750838821;0.265702039;oel;2499;0.64;0.00424072
fit23;9;73.684583311;0.250192374;oel;4749;0.54;0.002955676
fit23;9;73.96503377399999;0.234275937;oel;5736;0.66;0.002441742
fit23;9;73.992045169;0.526855409;oel;4646;0.51;0.0137507
fit23;9;79.63186490999999;0.323123842;oel;4880;0.55;0.002056187
fit23;9;79.86941039999999;0.236749202;oel;4763;0.59;0.0028272
fit23;9;80.09900320099999;0.366814941;oel;2997;0.41;0.003726725
fit23;9;80.44532669099999;0.434104621;oel;3046;0.51;0.002441731
fit23;9;81.32466972399999;0.374777138;oel;3083;0.46;0.005268889
fit23;9;82.159660225;0.276401997;oel;4132;0.6;0.003598173
fit23;9;82.481169586;0.236022994;oel;2519;0.68;0.003598304
fit23;9;82.99166667899999;0.384315163;oel;7340;0.52;0.002313207
fit23;9;83.478706245;0.227015674;oel;6347;0.64;0.002441644
fit23;9;83.54409111;0.21149455;oel;4670;0.61;0.002056165
fit23;9;84.960868721;0.2622177;oel;4151;0.63;0.002955716
fit23;9;85.126678352;0.28989324;oel;4903;0.54;0.002441728
fit23;9;85.713059311;0.199055761;oel;4308;0.7;0.002056199
fit23;9;86.09620369;0.311073124;oel;4853;0.54;0.003084291
fit23;9;86.279967194;0.323268294;oel;5194;0.61;0.005268745
fit23;9;86.507861023;0.459242135;oel;3936;0.48;0.004883338
fit23;9;86.541047935;0.310416877;oel;5085;0.67;0.007838911
fit23;9;86.88148296399999;0.251131833;oel;6776;0.63;0.003855268
fit23;9;90.80250061;0.250250459;oel;4226;0.64;0.003469762
fit23;9;91.143635635;0.231249243;oel;4320;0.66;0.002441619
fit23;9;91.92901123;0.32713756;oel;43;0.64;0.004240745
fit23;9;92.305539017;0.262215495;oel;135;0.61;0.002570071
fit23;9;92.96369827299999;0.38761425;oel;284;0.56;0.006039879
fit23;9;95.112378006;0.342262149;oel;5725;0.56;0.003341231
fit23;9;96.21591842699999;0.459744394;oel;5917;0.57;0.010409196
fit23;9;99.08843124399999;0.318557918;oel;7026;0.58;0.004883261
fit23;9;100.78555763199999;0.289892584;oel;5045;0.59;0.002056141
fit23;9;100.973393326;0.265645981;oel;2814;0.57;0.002570136
fit23;9;101.069807892;0.23124966;oel;2297;0.61;0.002056175
fit23;9;101.54207885699999;0.217948481;oel;2302;0.64;0.002056078
fit23;9;101.97075546299999;0.219320372;oel;1826;0.64;0.002441629
fit23;9;102.072565918;0.392555684;oel;2546;0.56;0.006168355
fit23;9;102.35871971099999;0.244870186;oel;2665;0.59;0.002698796
fit23;9;102.70346344;0.409966499;oel;1867;0.5;0.003855187
fit23;9;103.537470703;0.276401639;oel;615;0.51;0.002827114
fit23;9;103.604294662;0.49566257;oel;2507;0.53;0.011308775
fit23;9;104.27841079699999;0.489980429;oel;2691;0.49;0.007453573
